결제는 현금으로 해도 되나요?	현금만 됩니다
프린트는 할 수 있어요?	프린트 할 수 있습니다
귀중품 보관 가능하죠?	가능해요
노래방도 있나요?	죄송하지만 노래방은 없어요
회원가랑 비회원가랑 가격 차이는 있는건가요?	조금 차이 있습니다
두 분 맞으시죠?	바비큐 도구는 6시쯤 가져다드릴게요
룸키는 나갈때마다 맡겨야하나요?	룸키는 가지고 다니시고 보관만 잘 해주시면 돼요
가격하고 그런 거는 그쪽으로 문의를 드려야 하나요?	해당 부서가 예약 서비스 팀인데 제가 번호를 알려드릴게요
짐 맡기려고 하는데, 이름은 김유빈이고 연락처는 01033334444인데, 확인 되나요?	약해주신 거 확인되셨어요
청소는 잘 돼있나요?	청결하게 청소되어 있어요
음식 주문도 가능하죠?	음료랑 도시락 주문만 가능해요
기본적인 취사 비품은 뭐가 비치되어 있어요?	취사도구는 다 있고 조미료랑 음식만 사 오시면 돼요
고기도 펜션 내에서 구입이 가능할까요?	고기는 사 오셔야 합니다
어제 예약했는데 지금 입실 되나요?	가능해요
얼마에요?	1박에 8만 원이에요
카드 결제 되나요?	카드기 고장으로 현금만 가능해요
성함이 어떻게 되시나요?	KIM으로 예약했어요
일주일 전이 아니라 2주일 전에 예약해야 하나요?	평소에는 이때쯤 연락해주시면 되는데 이번에만 좀 특별히 빨리 마감된 거예요
퇴실은 몇 시인가요?	다음 날 오전 11시예요
가족 구성원이 어떻게 되시나요?	어른 2명 초등학생 2명 유아 1명입니다
바비큐는 얼마에요?	바비큐는 2인 기준 2만5천원이에요
인원이 몇 명이시죠?	성인 2 아이 2입니다
당구 1시간에 얼마죠?	5000원입니다
선불인가요?	미리 내셔도 되고 가실 때 내셔도 됩니다
조금 할인되는 건 없나요?	제가 만3천원 정도 할인해 드릴게요
흡연실은 따로 되어있어요?	흡연실은 저쪽편에만 있습니다
두 가족이신가요?	두 가족이에요
혹시 PC방 영업시간이 언제까지 인가요?	저희는 24시간 영업합니다
네 명이시면 주차장에서 좀 떨어진 자리 밖에 없는데 예약 계속 진행하시겠어요?	괜찮습니다
지금 지불하나요?	이용하시고 나가실 때 지불하시면 됩니다
네 여기 음료는 선불인가요?	계산하시고 가져가시면 됩니다
방은 따뜻한가요?	개인 온돌이라 조절하시면 돼요
네, 몇 분이 사용하실 건가요?	두 명이 사용할 겁니다
좌석 지정은 어떻게 하나요?	좌석은 미리 지정하는 게 아니고 결제하고 나서 원하시는 자리에 앉으시면 됩니다
삼성페이나 카카오페이도 가능할까요?	삼성페이나 카카오페이도 가능합니다
저희 사구 칠 건데요	당구대 마음에 드는 곳 쓰시면 되세요
여기 어플 같은 거로 할인되나요?	안 돼요
그럼 일단 포켓볼 할게요	3구 자리 나면 안내해 드릴게요
금연 좌석이 있나요?	있습니다
몇 시까지 영업하시나요?	자정까지 영업합니다
장갑은 인원수만큼 해요?	하나만 주시면 됩니다
5명 자리 있나요?	5좌석 있습니다
한 시간만 하고 갈게요	충전은 저쪽 기계에서 해주세요
네, 성함이 어떻게 되시죠?	김철수요
와이파이도 다 있나요?	설치는 되어 있는데 지금 수리 중이여서 사용이 불가하세요
제가 숯불도 예약했었죠?	숯불 예약하셨어요
얼마나 대기해야 할까요?	10분 정도 기다리시면 돼요
숙박할 거예요	일반실이랑 특실이 있어요
트윈룸 맞나요?	트윈룸으로 배정해드렸어요
혹시 여기 비상구는 따로 있어요?	비상구는 따로 있습니다
보문관광단지는 도보로 가능한가요?	보문관광단지는 차 타고 5분 거리인데 차가 없으면 픽업 서비스도 가능해요
조식도 함께 하시나요?	조식 포함해서 토요일 2인실로 예약해주세요
여기 매점도 있죠?	저기 있습니다
정액제가 있나요?	선불 요금으로 있습니다
삼성페이나 카카오페이도 가능하죠?	삼성페이랑 카카오페이도 결제 할 수 있어요
근처에 구경할 만한 곳이 있나요?	보통 경주 시내까지 20분에서 25분 걸려요
하루 숙박하는 데에 얼마죠?	5만 원이에요
체크아웃은 몇 시인가요?	아침 11시예요
오늘 묵을 수 있는 독채 있나요?	오늘 묵을 수 있는 독채는 하나 남아있어요
공항에서 호텔까지 택시비는 얼마 정도 드나요?	택시비는 못해도 만원은 나와요
방이 나란히 붙어있나요?	나란히 있는 방이 없어서 2층과 3층으로 나누어 드렸어요
출력한 용지는 어디서 나오나요?	다 뽑으시고 카운터 쪽으로 오시면 되세요
요금은 한 시간에 얼마정도에요?	회원으로 하시면 한 시간에 800원이고 비회원은 1000원이에요
음식 주문도 가능한가요?	자리에서 컴퓨터키시면 메뉴판이라고 있어서 거기서 주문하시면 돼요
혹시 여기 와이파이는 다 설치가 되어있나요?	와이파이 다 설치되어 있습니다
예전엔 알바분이 해줬는데요?	개인정보 보호를 위해서 이렇게 바뀌었습니다
수영장은 따로 없죠?	수영장은 풀빌라 방에 따로 있어요
이용요금은 10분에 얼마인가요?	10분에 1200원이에요
더블룸으로 예약하셨나요?	스탠더드룸으로 드릴게요
요기요 쿠폰 있는데 사용되나요?	죄송한데, 그 쿠폰은 여기서 사용하실 수 없어요
PC방 앞에 주차해놨는데 괜찮죠?	앞에 주차하셔도 괜찮아요
혹시 흡연 가능한가요?	저희는 모든 방에서 금연이에요
1시간에 얼마에요?	1500원이에요
관광지는 도보로 가능한가요?	도보는 힘들고 관광지는 차로 이동해야 해요
너무 비싼데 개인 헤드셋 가져와서 사용해도 되나요?	개인 헤드셋을 가져오셔서 사용하시는 건 자유입니다
TV도 다 있어요?	TV도 있어요
개인 강습인가요?	개인 강습이에요
방에 청소를 따로 해주시나요?	침구 정리와 객실 청소는 매일 해드려요
얼마죠?	1박에 2만 원이에요
조식은 포함인가요?	조식은 포함되어 있어요
예약자 신분증 주시겠어요?	여기 있습니다
마실 거는 뭐 뭐 있나요?	커피랑 차 있습니다
조식도 제공되나요?	조식으로 간단한 빵과 음료, 과일이 제공돼요
제가 직접 인쇄할 수 있나요?	저쪽 컴퓨터 이용하시면 되세요
시간이 얼마나 걸릴까요?	정확한 시간을 말씀드리긴 어렵습니다
바비큐장은 캠핑장 근처인가요?	근처 바비큐장도 있지만 캠핑장 개인별 지정 자리에서 하셔도 돼요
회원가입할게요	PC에 앉아서 신청할 수 있습니다
음료는 뭐 있나요?	저쪽 냉장고에서 고르시면 돼요
하루에 숙박비가 얼마인가요?	50000원이요
헤드셋 하나 주세요	갖다 드릴게요
날짜가 어떻게 되세요?	오월 사일인데 객실 가격이 어떻게 되나 해서요
결재할 때 카카오페이 가능한가요?	카카오페이는 안 되고 무통장 입금하셔야 해요
회원 가입하면 할인되나요?	회원 가입 시 10분당 1000원으로 할인해드려요
삼월 이십팔일 목요일 말씀이신가요?	삼월 이십팔일 목요일이요
주차장도 혹시 있나요?	타워 주차장이 있어요
오늘은 시간이 없어 사구밖에 이용을 못하겠네요	다음에 오시면 꼭 이용하실 수 있도록 도와드리겠습니다
어린이 한 명 추가하면 가격이 어떻게 되나요?	저희 호텔 기본적인 객실은 최대 인원이 이인이기에, 초등학생 자녀 한 분 추가하시면 추가 요금 만원 발생하세요
몇 분이 투숙하시나요?	연박하면 9만원으로 할인 해서 3일에 27만원이에요
1시간에 얼마인가요?	9천 원입니다
요금은 한 시간에 얼마인가요?	50분에 1000원이에요
삼성 파이로 할게요	여기 단말기 앞에 대주세요
포켓볼 가능한가요?	조금 기다리셔야 해요
이 열쇠 사용하면 되나요?	사용하시고 제자리 부탁드려요
바다 쪽 독채가 있고 산 쪽 독채가 있는데 어떤 걸로 하시겠어요?	바다 쪽으로 주세요
이틀 묵는데 매일 방 청소해주시나요?	매일 방 청소 해드려요
체크 아웃은 몇 시인가요?	오후 한 시에 체크아웃 해주셔야 돼요
방에서 담배 냄새가 나요. 다른 방으로 바꿔주세요	지금 남는 다른 방이 없어서 방 변경은 어려워요
의논을 해보고 다시 전화드리도록 할게요	전화 주시면 이박에 어떤 방을 하시든 이만 원을 할인해 드릴게요
결제 비자카드도 됩니까?	여기 서명 부탁드려요
예약 확인 좀 해주실래요?	패밀리룸 예약 확인되었어요
엘리베이터 어디 있어요?	엘리베이터는 출입문 왼쪽에 있어요
그리고 저희 테이블에 음료수 3개만 주세요	곧 가져다드릴게요
오션뷰와 시티뷰가 있는데 어디로 드릴까요?	오션뷰로 부탁해요
혹시 커플석은 있나요?	커플석 있습니다
조식은 룸에서 먹게 되나요? 아니면 따로 이용할 수 있는 바가 있나요?	일 층에서 저희가 준비를 해드리는데, 원하시면 객실로 가져다드려요
자리 이동 가능한가요?	가능합니다
스타크래프트 설치되어 있나요?	모든 PC에 설치되어 있습니다
바비큐 장비 대여가 가능한가요?	한 세트에 3만 원 요금이 추가됩니다
조식 신청하려고 하는데 어떻게 하죠?	식사하러 가셔서 그 자리에서 결제하시면 돼요
1시간 추가해주세요	추가해드렸습니다
조식은 따로 비용 내야 하는 거죠?	한 분당 15000원씩입니다
10분에 얼마인가요?	천 원입니다
조식은 포함돼있죠?	싱글룸 2박 예약으로 조식 포함되어 있어요
회원가입을 해야지 이용할 수 있나요?	비회원으로도 가능해요
2명 자리 있어요?	자리는 15번 16번 앉으시면 되세요
방 있나요?	방 있어요
현금 영수증 필요하세요?	전화번호나 사업자등록번호 알려주세요
주차할 수 있는 공간은 있나요?	주차할 수 있는 공간은 없습니다
체크인이 언제까지예요?	오후 1시까지 방 비워주시면 돼요
카드로 결제해 주세요	손님, 카드가 잔액 부족이에요
커플석 같은거 있나요?	저기 오른쪽 벽쪽 보시면 커플석 있습니다
차량으로 이동 안 하시고 대중교통 이용하세요?	어떤 게 좋을까, 사장님한테 물어보는 거든요
주차할 수 있는 시설은 있을까요?	건물 주차장이 있는데 공간이 협소합니다
펜션에 편의시설 다른 거 있나요?	특별히 편의시설은 없어요
처음 방문했는데 어떻게 이용해야 하나요?	옆에 자동판매기에서 사용하실 컴퓨터 자리 번호를 누르시고 결제 후 이용하시면 됩니다
바비큐장이 따로 있나요?	테라스가 있어서 바비큐는 거기서 하시면 돼요
그럼 도시락 라면 주문 가능한가요?	자리 가시면 거기서 주문 가능하세요
예약도 가능한가요?	전화로 예약이 가능하십니다
혹시 예약도 가능할까요?	예약은 안 됩니다
카드로 계산해도 괜찮나요?	현금하고 카드 다 가능하세요
시간당 얼마인가요?	2000원입니다
다른 손님들도 바비큐 해 먹고 하나요?	다른 손님들은 지금 없어요, 단체 손님들이 많아요
흡연은 어디에서 합니까?	흡연부스에서 하시면 됩니다
이거 어떻게 입력해야 해요?	가입하시고 충전 누르시면 돼요
혹시 계란 반숙 가능한가요?	총 2500원 되겠습니다
고기를 밖에서 구워 먹을 수 있나요?	사용료가 있어요
장갑 주세요	여기 있습니다
청소년은 몇시까지 출입이 가능한가요?	12시까지 가능해요
VIP 룸으로 예약가능한가요?	그렇게 해드리겠고 짐은 저희 직원이 옮겨드릴게요
사십만원 같으면 하루에 얼마 치지?	만 삼천원이에요.
컴퓨터도 있나요?	방마다 컴퓨터가 설치되어 있어요
카카오페이나 삼성페이도 돼요?	삼성페이는 되는데 카카오페이는 안되세요
4명 1자리 주세요	두 자리 중 원하시는 곳 가시면 됩니다
쓰레기 봉지 5장 정도 제공해주시면 감사하겠습니다	잠시만 기다려 주세요
뭐 좀 물어볼게예?	뭐가 궁금하세요?
조식은 성인 일인이 얼마예요?	조식은 오천 원이고 체크인하실 때 말씀해주시면 돼요
청소년은 몇 시까지 이용할 수 있나요?	19살 이전 나이는 10시 이후에 다 귀가해야 됩니다
왜 안되는 건가요?	인터넷 선이 빠졌네요
사장님, 화장실 어디 있어요?	화장실은 오른쪽으로 가면 나와요
대실 2만 원 맞죠?	대실료는 2만 5천 원이에요
픽업되나요?	픽업 서비스는 하지 않아요
작은방은요?	1박에 3만 원이에요
제휴 할인 카드 같은 건 없고요?	저희가 할인된 요금으로 안내를 해드렸기에 제휴 할인은 중복이 안 돼요. 제휴 할인은 공식 가격에서 할인이 되기 때문에, 안내해 드린 금액과 큰 차이는 없어요
조식은 뭐가 나오나요?	조식은 뷔페식으로 빵도 나오고 한식도 나와요
1시간에 얼마인가요?	한 시간에는 1200원이고 열 시간 충전하시면 10000원이에요
콘도 내에서 고기 구워 먹을 수 있나요?	콘도 내에서는 드실 수 없으세요
시간당 얼마인가요?	1시간당 5000원입니다
얼마인가요?	온돌방은 1박에 6만 원이에요
삼일 연박 가능한데 날짜는 어떻게 되세요?	다음 주 일요일부터 수요일까지요
조식 포함 한 가격인가요?	조식은 따로 비용 결제하셔야 해요
두 분이 각각 방을 쓰시나요?	회사 출장 왔는데 한 명이 여직원이라 그래요
몇 분이세요?	총 여덟명이어서 좀 넓은 방이 필요한데요
라면은 자리에서 주문하나요?	라면부터 음료수까지 자리에서 편하게 주문하실 수 있습니다
이름과 전화번호 뒷자리 알려주세요	이수빈 4567입니다
청소년들은 몇 시까지 이용 가능한가요?	청소년들은 오후 10시까지 이용 가능합니다
음료는 어떻게 주문하나요?	자리에서 화면으로 주문해주세요
이용요금 안내해주십쇼	한 테이블당 10분에 1100원입니다
짜장면 시켜 먹을 수 있어요?	저희 당구장은 음식도 팔아서 외부 음식 반입금지입니다
1박에 얼마입니까?	10만 원이에요
음식같은 것도 주문이 다 가능한가요?	자리에서 음식 주문하시면 되세요
주차할 수 있는 공간같은 건 있나요?	주차장이 있습니다
평일에는 제트스파 얼마에요?	평일은 제트스파 구만원이에요
어떻게 사용하는가요?	비어 있는 자리에 앉으시면 되어요
혹시 여기 피씨방 영업시간이 언제까지 인가요?	24시간 영업입니다
2박 하시는 거 맞죠?	2박이에요
몇 분이서 묵으시나요?	저희는 더블베드 룸 밖에 없어요
조식은 포함되어 있나요?	조식 포함 플랜으로 예약되어 있으세요
지금 자리 있나요?	있어요
빈 방이 있어요?	3개 정도 남아 있어요
몇 분이세요?	한 가족인데 세 명이요
특실은 1박에 얼마에요?	10만 원이에요
와이파이도 다 설치되어있어요?	와이파이도 다 설치되어있어요
스카이라운지 이용에 제한이 있나요?	이용 제한은 없지만 제한 시간은 있어요
그럼 커플석으로 두 자리 주세요	74번 75번 자리 켜드릴게요
오늘 숙박 가능한 방 있나요?	숙박 가능해요
투숙하시려는 인원은 몇 분이세요?	성인 두 명이에요
게임은 어떤게 있나요?	포켓볼하고 사구하고 삼구하고 국제식 대대가 있어요
상의는 좀 해보고 전화 예약을 해야 할 것 같은데요?	상의하시고 전화 주시면 사월 십삼일은 십팔만 원에 예약이 가능해요
산책로만 있어예?	겨울에는 산책로만 운영하지만, 4월부터는 관내 유치원과 연계해서 아이들 체험도 하고, 선생님들이 오셔서 숲 해설도 하고 그래요
캠핑 자리 남은 곳 괜찮나요?	나무 아래라 좋아요
네, 제휴 카드 있으신가요?	신한카드 있어요
음식 배달 시켜도 되나요?	방에서 음식 배달 시키셔도 돼요
여기 몇 시까지 해요?	밤 11시 반까지 영업합니다
4월 13일 주말에 1박 2일로 저희 이용하려고 하는데 요금이 얼마 정도?	자스민 하시면 돼요
음식도 주문할 수 있나요?	PC에서 주문 가능합니다
휴대폰 뒷 번호가 어떻게 되시지요?	4685입니다
네, 그리고 짜장면 하나랑 짬뽕 하나 탕수육 중 하나 주문이요	주문해 드리겠습니다
게임이 실행이 안돼요	확인해볼게요
세면도구는 있나요?	일회용품은 2천 원에 구매하셔야 돼요
음식 주문은 할 수 있어요?	음식 주문 할 수 있습니다
아 그래요?	그렇습니다
혹시 독채펜션 사용 가능한가요?	언제 쓰시려고 하나요?
하루이신 거예요?	하루 예약하려고요
펜션, 어디 보셨는지는 모르는 거죠?	여러 군데를 봐서요
중국집 번호 있나요?	여기로 전화해보세요
성함을 알려주실래요?	이현이라고 합니다
어느 지역에서 전화를 받아요?	본사라서 전화를 서울에서 받고 있어요
그 방은 얼만데요?	방 금액은 십만 원이요
디씨가 된다는 이야기다 그죠?	조금은 할인이 돼요
혹시 스파도 같이 있나요?	룸에 스파는 없고 욕조만 있어요
5만 원짜리 방이랑 6만 원짜리 방 어느 방으로 드릴까요?	5만 원짜리 방으로 주세요
비상구는 어느 쪽에 있어요?	흡연실쪽 가시면 비상구 보이세요
우리 딸하고 여행하려는데 전화 예약이나 인터넷 예약이 가능하죠?	전화 예약, 인터넷 예약 다 가능하세요
지금 자리 있나요?	있습니다
예약하고 왔는데 몇 호실인가요?	10층 올라가셔서 오른쪽으로 첫 번째 방 1001호예요
차 열쇠 드려야 하나요?	프런트에 맡기셨다가 나가실 때 방 번호 말씀하시고 받아가시면 돼요
스위트룸으로 주세요	여기 방 카드키 드릴게요
콜라도 주문합니다	가져다드리겠습니다
가격은 혹시 10분에 얼마정도 나오나요?	중형대는 1400원이고 대형대는 1700원이에요
지금 미리 결제 가능하나요?	계좌이체를 통한 선결제 가능해요
금액 추가하면 조식도 먹을 수 있나요?	인당 1만 원이에요
시간당 얼마인가요?	한 시간에 천 원입니다
몇 분이세요?	3명이요
음식 주문하는 것도 기계로 해야 하나요?	음식 주문은 로그인하시고 자리에 앉으셔서 컴퓨터로 주문하시면 됩니다
몇 분이신가요?	넓은 방은 오천 원 추가 금액이 있어요
일하는 사람 몇 분인데요?	4명이요
10분에 얼마인가요?	1200원입니다
시간당 얼마입니까?	3천 원입니다
얼마에요?	2만 7천 원입니다
어린애가 포함되어 있는데 놀 만한 공간이 있나요?	아이가 놀 만한 곳이 마당은 있는데 놀이터는 없어요
계산할게요	만 원입니다
공항까지 셔틀버스 있나요?	공항 셔틀버스는 없어요
사인 가족이 묵을 수 있는 방 있어요?	온돌 객실 아니면 퀸사이즈 침대 하나랑 더블 사이즈 침대 하나 있는 객실이 있어요
몇 시부터 이용 가능한가요?	오후 8시부터 이용 가능하세요
근처에 맛집이 많아요?	여기는 먹거리가 해산물이 많아 바로 옆에 전복죽, 멸치 찌개, 멸치 회, 장어구이 전문점이 있어요
종목은 어떻게 되어 있어요?	3구, 4구있고 한자리만 포켓볼이 가능하세요
조식은 몇 시인가요?	아침 7시부터입니다
퇴실은 언제까지 해야 하나요?	내일 낮 12시까지 비워주시면 돼요
지금 사용하면 되나요?	바로 사용하시면 됩니다
비상구는 혹시 어디쪽에 있어요?	저기 안쪽 보시면 비상구 보입니다
이 카드로 하면 할인되나요?	이 카드는 할인이 안돼요
사발면은 얼마인가요?	하나에 이천 원입니다
추가금은 나갈 때 지불해도 되나요?	됩니다
고객님 성함 좀 말씀해 주시겠어요?	김철수라고 예약했습니다
고객님 확인해 보았는데 4명 맞으신가요?	맞습니다
스타크래프트 가능한 자리죠?	아뇨 그 자리 스타크래프트 안돼요
인원수는 몇 분이세요?	4명이고 아이들 2명 있어요
한 달 정도 머무를 예정인데요	죄송해요, 지금 장기 투숙 가능한 공실이 없어요
음식 같은 건 배달 시켜서 먹어도 되죠?	배달음식 시켜드시는 건 가능하세요
4구 테이블로 한 개 예약하고 싶어요	진행해드리겠습니다
근처에 ATM기가 있나요?	바로 앞에 있는 편의점에 ATM기가 있어요
수강료 다 합하면 얼마에요?	주 일 회하면 삼십오만 원 정도고 주 이 회하면 사십오만원 정도 돼요
사장님 혹시 서비스 시간 같은 건 없나요?	선불로 12000원 결제하시면 10분 더 드릴게요
숙박비는 얼마인가요?	1박 당 7만 원이에요
방을 좀 보고 결정하고 싶은데요?	침대방 하나 온돌방 하나 있어요
캐라반 이용하려고 하면요?	여기 캐라반은 없어요
부가가치세나 추가 팁이 있나요?	별도로 추가되는 비용은 없습니다
현금하면 할인 안 되나요?	현금으로 결제하시면 10프로 할인해 드려요
네, 어떤 방으로 드릴까요?	더블룸으로 키 드릴게요
픽업 서비스 말씀이신가요?	공항 픽업 서비스요
혹시 4시 반에 가도 들어갈 수 있나요?	들어가실 수 있도록 미리 준비해드릴게요
방은 따뜻한가요?	방은 당연히 따뜻하죠
조식은 따로 비용을 지불해야 하나요?	성인 두 분 조식을 포함하면 일박에 이십팔만구천원이에요
해변까지는 도보로 얼마나 걸리나요?	여기서 해변까지는 도보로 10분 정도 걸려요
여기 화장실은 어디죠?	밖으로 나가서 좌측에 보면 있어요
얼마인가요?	1박에 3만원이에요
대실 가격이 얼마죠?	대실 가격은 25000원이에요
물티슈 하나만 주실래요?	제가 닦아 드릴게요
사월 이십일 일박 이일로 예약이 가능한가요?	일반 스탠다드룸은 지금 트윈은 없고 더블베드 객실이 있어요
시설은 깨끗하고 좋아요?	저희 청소 다 깨끗하게 해요
휴대폰 충전기를 빌릴 수 있을까요?	무료로 대여해드려요
그리고 컴퓨터가 안 켜지는데 확인 부탁드려요	켜지네요
이박 연박 가능한가요?	이박 연박 가능하세요
체크인이나 체크아웃 시간은 몇 시예요?	체크인은 세 시부터 가능하고 체크아웃은 다음 날 열두 시까지예요
헤드폰에서 소리가 잘 안 나오는데 어쩌죠?	다른 걸로 바꿔드리겠습니다
빈 방 있나요	있어요
포켓볼 칠 수 있는 자리 있나요?	저쪽으로 가시면 됩니다
여기 컵라면도 팔죠?	팝니다
여기 갯벌 바로 앞에 씻는 곳이 있나요?	밖에는 간이 시설로 돼있어서 안에 들어오셔서 씻으시는 게 편하세요
퇴실은 몇 시까지인가요?	퇴실은 오전 12시까지에요
사장님 저희 4명인데 왜 큐대가 3개밖에 없나요?	하나 더 가져다드릴게요
삼성페이나 카카오페이도 다 가능한가요?	삼성페이나 카카오페이 가능합니다
열선 깔려있나요?	설치되어 있습니다
네 여기 담배는 어디서 피면 되나요?	2층으로 올라가시면 베란다가 있는데 거기서 피시면 됩니다
회원가입해야 PC사용 할 수 있어요?	회원으로 하실려면 선불결제 하시고 사용하셔야 돼요
조식은 숙박비에 포함되어 있는가요?	아니요, 조식 포함 패키지로 예약을 하시면 일 인당 만오천원으로 저렴하게 이용 가능하세요
5명이 잘  수 있는 방 있을까요?	5명은 좁을 것 같네요
체크인은 몇 시부터 가능해요?	지금 방 비워져 있으니까 언제든지 오시면 돼요
칫솔 치약 세면도구 필요하신가요?	수건 챙겨 드릴게요. 904호로 가시면 돼요
네 의자에 앉아있어도 될까요?	편하게 계세요
금연실로 주세요	1에서 7번까지가 금연석이에요
일반 스탠다드룸은 얼마인가요?	사월 이십일 하면 십사만 삼천원이에요
23일에는 예약 가능한가요?	저희 토요일은 5월 되어야 가능하세요
1시간 이용 요금이 얼마죠?	1500원입니다
차량으로 이동 안 하시고 대중교통 이용하세요?	우리 집은 주차장은 넓어서 차 가지고 오시면 편한데 대중교통 이용하시는 게 비용이 덜 들어요
싱글베드 네 개는 가격이 얼마예요?	쿼드 룸은 삼 층에만 있고 일박에 이십만원이에요 아침 식사도 가능하세요
음식물 쓰레기 버리는 곳도 따로 있나요?	물론이에요
현금으로 할게요	현금으로 결제 도와드릴게요
체크인 시간은 몇 시인가요?	입실은 세시부터 가능하세요
네, 예약하셨어요?	청소 중이니까 기다려주세요
카카오페이 가능한가요?	카카오페이는 안 되고 카드는 돼요
네, 몇 분이세요?	4명입니다
비상구는 다 있나요?	비상구는 두 군데가 있어요
지금 숙박할 수 있나요?	가능하세요
혹시 흡연실은 어디에 있나요?	이 쪽에 흡연실 2곳 있습니다
삼월 이일은 룸이 있나요?	삼월 초에는 예약이 조금 어려우세요
몇 분이신가요?	성인 2명이요
계산은 카드도 가능한가요?	계산은 카드로 가능합니다
몇 분이세요?	방 있어요
3월 16일 토요일 예약 가능할까요?	4명이면 3월 16일에 예약 가능하세요
한 게임에 얼마 정도 하나요?	시간당 계산을 합니다
세면도구나 샴푸나 린스는?	세면도구는 욕실에 다 있어요
조식은 언제입니까?	7시부터 10시에요
1시간 이용 요금이 어떻게 되나요?	8천 원입니다
정수기 비치돼있나요?	정수기는 복도에 있어서 공용으로 사용하시면 돼요
하루에 얼마죠?	하루에 5만 원이에요
정원이 딸려있는 독채인가요?	앞마당이 있어요
대실에서 1박으로 바꾸려면 어떻게 하면 되지요?	금액을 추가하시면 대실에서 1박으로 바꾸실 수 있어요
헤드셋도 빌릴 수 있을까요?	헤드셋 대여 시 보증금 5000원으로 현금 주셔야 됩니다
바비큐 해먹고 싶은데 숯은 어디서 사요?	바로 앞 매점에서 팔고 있어요
